46.75625567,23.59069233
46.75628333,23.59069333
46.7563095,23.59068967
46.7563345,23.59068933
46.756348,23.590692
46.756352,23.59069633
46.75636767,23.5907015
46.75636733,23.59071267
46.75636433,23.59071817
46.75636317,23.590729
46.75635833,23.5907435
46.75635167,23.5907605
46.75633617,23.59078767
46.7563275,23.5908035
46.75632267,23.59081833
46.75631283,23.59084633
46.75631083,23.590868
46.75630517,23.59089017
46.756303,23.590913
46.75629933,23.590928
46.75629117,23.59094817
46.7562855,23.59097617
46.75627583,23.59099017
46.75627,23.59101333
46.75626983,23.59102917
46.756263,23.591048
46.75625483,23.5910695
46.75625483,23.5910855
46.75624733,23.59110583
46.75621533,23.59112983
46.75619983,23.59114783
46.75619233,23.59116383
46.75618317,23.59118183
46.75617833,23.59119433
46.75617733,23.59120783
46.75617617,23.59123267
46.756178,23.59124983
46.75617483,23.591267
46.75617117,23.591285
46.756171,23.59130433
46.75617267,23.59132067
46.75617467,23.59134383
46.75617417,23.59136217
46.756176,23.59138117
46.75617367,23.59140183
46.75617233,23.59142117
46.756173,23.591436
46.75617533,23.59146217
46.75617883,23.59148083
46.75617783,23.591499
46.756189,23.59153117
46.75619583,23.59155417
46.7561995,23.59157567
46.75620383,23.59160283
46.756208,23.59162133
46.75621083,23.59164283
46.7562125,23.59166067
46.75621467,23.59168233
46.7562155,23.591707
46.75621533,23.59172417
46.75621733,23.59174333
46.75621767,23.59176267
46.7562175,23.59178017
46.75621733,23.591797
46.75621433,23.59181517
46.75621417,23.59183333
46.756213,23.5918485
46.7562185,23.59186783
46.75622033,23.591885
46.756222,23.59190383
46.75622433,23.59193417
46.75622667,23.59195733
46.7562305,23.5919835
46.75623517,23.59201533
46.75623233,23.59204567
46.756245,23.59206467
46.75625517,23.5920915
46.75626817,23.59210583
46.7562685,23.592121
46.75628283,23.59213417
46.756291,23.59215267
46.756305,23.59216767
46.75631833,23.5921785
46.75632967,23.592191
46.75633683,23.59220883
46.75635017,23.59221517
46.756346,23.59222983
46.7563375,23.59225133
46.75632133,23.59227167
46.7563145,23.5922875
46.7563145,23.59230367
46.75630583,23.5923195
46.75630517,23.59233083
46.75628733,23.59235167
46.75627183,23.59236483
46.756256,23.59238333
46.75621533,23.59241117
46.75618817,23.59243983
46.7561765,23.59245983
46.7561685,23.59248117
46.75615567,23.592504
46.7561395,23.59253133
46.75612817,23.59254683
46.75611833,23.59256267
46.75610317,23.592587
46.75608833,23.59260717
46.75606717,23.59263217
46.756051,23.5926605
46.75604133,23.59267833
46.7560255,23.59269567
46.7560045,23.59271517
46.755998,23.59273033
46.755986,23.59274883
46.75597167,23.59277367
46.75596167,23.592791
46.75595017,23.5928045
46.75593917,23.59281467
46.75593433,23.59281783
46.7559285,23.59282017
46.75591483,23.59282783
46.75590617,23.59283
46.75589567,23.59283367
46.7558775,23.59284
46.7558715,23.59283717
46.75585817,23.59284083
46.7558375,23.59285967
46.75583033,23.59287733
46.75581433,23.592906
46.75580567,23.5929235
46.75580567,23.592939
46.755804,23.59295967
46.75580417,23.59297683
46.75580333,23.59298967
46.75580283,23.59301
46.75579983,23.59302133
46.75580033,23.593037
46.75580067,23.593054
46.75580367,23.59307033
46.75580217,23.5930805
46.75580217,23.59309633
46.75579883,23.59310583
46.75579683,23.593108
46.75579,23.59312317
46.75578667,23.59312917
46.755788,23.59313883
46.755785,23.59315383
46.75578217,23.5931605
46.75578133,23.593169
46.7557805,23.5931825
46.75578567,23.59319467
46.75578983,23.59320933
46.755791,23.59322667
46.75579033,23.59323883
46.75578967,23.59325233
46.75578817,23.59326333
46.75578867,23.5932695
46.755788,23.59327733
46.75578933,23.59328383
46.75579167,23.593294
